#   Radius       Mass      Log(P)   Log(Rho)   Log(T)     L(r)      Pgas/P    Log(jrot)     L/m      v/csound    omega       v_rot       csound   
7.7837e+00 3.8457e+01 8.8746e+00 -5.3908e+00 5.8460e+00 1.0776e+06 1.8482e-01 1.7139e+01 2.8021e+04 0.0000e+00 7.0458e-07 3.8169e+00 1.5643e+07
7.7780e+00 3.8457e+01 8.8905e+00 -5.3784e+00 5.8499e+00 1.0713e+06 1.8524e-01 1.7139e+01 2.7856e+04 0.0000e+00 7.0560e-07 3.8197e+00 1.5709e+07
7.7725e+00 3.8457e+01 8.9133e+00 -5.3614e+00 5.8556e+00 1.0676e+06 1.8549e-01 1.7139e+01 2.7761e+04 0.0000e+00 7.0660e-07 3.8224e+00 1.5821e+07
7.7619e+00 3.8457e+01 8.9422e+00 -5.3384e+00 5.8627e+00 1.0526e+06 1.8639e-01 1.7139e+01 2.7371e+04 0.0000e+00 7.0853e-07 3.8276e+00 1.5940e+07
7.7518e+00 3.8457e+01 8.9694e+00 -5.3166e+00 5.8694e+00 1.0399e+06 1.8730e-01 1.7139e+01 2.7041e+04 0.0000e+00 7.1037e-07 3.8326e+00 1.6050e+07
7.7422e+00 3.8457e+01 8.9951e+00 -5.2958e+00 5.8757e+00 1.0279e+06 1.8822e-01 1.7139e+01 2.6729e+04 0.0000e+00 7.1214e-07 3.8373e+00 1.6154e+07
7.7330e+00 3.8457e+01 9.0195e+00 -5.2760e+00 5.8817e+00 1.0167e+06 1.8913e-01 1.7139e+01 2.6438e+04 0.0000e+00 7.1383e-07 3.8419e+00 1.6252e+07
7.7242e+00 3.8457e+01 9.0427e+00 -5.2570e+00 5.8874e+00 1.0063e+06 1.9002e-01 1.7139e+01 2.6167e+04 0.0000e+00 7.1546e-07 3.8462e+00 1.6345e+07
7.7158e+00 3.8457e+01 9.0648e+00 -5.2389e+00 5.8928e+00 9.9678e+05 1.9088e-01 1.7139e+01 2.5919e+04 0.0000e+00 7.1702e-07 3.8504e+00 1.6433e+07
7.7077e+00 3.8457e+01 9.0859e+00 -5.2215e+00 5.8979e+00 9.8807e+05 1.9172e-01 1.7139e+01 2.5693e+04 0.0000e+00 7.1853e-07 3.8545e+00 1.6516e+07
7.6999e+00 3.8457e+01 9.1159e+00 -5.1984e+00 5.9054e+00 9.8452e+05 1.9223e-01 1.7139e+01 2.5601e+04 0.0000e+00 7.1999e-07 3.8584e+00 1.6665e+07
7.6850e+00 3.8457e+01 9.1442e+00 -5.1734e+00 5.9122e+00 9.6283e+05 1.9400e-01 1.7139e+01 2.5037e+04 0.0000e+00 7.2277e-07 3.8658e+00 1.6744e+07
7.6780e+00 3.8457e+01 9.1621e+00 -5.1586e+00 5.9166e+00 9.5986e+05 1.9473e-01 1.7139e+01 2.4959e+04 0.0000e+00 7.2409e-07 3.8693e+00 1.6813e+07
7.6711e+00 3.8457e+01 9.1794e+00 -5.1442e+00 5.9208e+00 9.5418e+05 1.9542e-01 1.7139e+01 2.4811e+04 0.0000e+00 7.2538e-07 3.8728e+00 1.6878e+07
7.6645e+00 3.8457e+01 9.1961e+00 -5.1304e+00 5.9249e+00 9.4891e+05 1.9608e-01 1.7139e+01 2.4674e+04 0.0000e+00 7.2663e-07 3.8761e+00 1.6941e+07
7.6581e+00 3.8457e+01 9.2201e+00 -5.1115e+00 5.9308e+00 9.4749e+05 1.9659e-01 1.7139e+01 2.4638e+04 0.0000e+00 7.2784e-07 3.8793e+00 1.7052e+07
7.6458e+00 3.8457e+01 9.2429e+00 -5.0915e+00 5.9364e+00 9.3198e+05 1.9791e-01 1.7139e+01 2.4234e+04 0.0000e+00 7.3018e-07 3.8855e+00 1.7118e+07
7.6400e+00 3.8457e+01 9.2575e+00 -5.0794e+00 5.9399e+00 9.3048e+05 1.9849e-01 1.7139e+01 2.4195e+04 0.0000e+00 7.3130e-07 3.8885e+00 1.7172e+07
7.6342e+00 3.8457e+01 9.2787e+00 -5.0626e+00 5.9451e+00 9.2957e+05 1.9898e-01 1.7139e+01 2.4172e+04 0.0000e+00 7.3240e-07 3.8914e+00 1.7266e+07
7.6232e+00 3.8457e+01 9.3055e+00 -5.0402e+00 5.9517e+00 9.1952e+05 2.0006e-01 1.7139e+01 2.3910e+04 0.0000e+00 7.3452e-07 3.8971e+00 1.7362e+07
7.6126e+00 3.8457e+01 9.3309e+00 -5.0190e+00 5.9579e+00 9.1233e+05 2.0109e-01 1.7139e+01 2.3723e+04 0.0000e+00 7.3655e-07 3.9024e+00 1.7453e+07
7.6026e+00 3.8457e+01 9.3550e+00 -4.9988e+00 5.9638e+00 9.0564e+05 2.0208e-01 1.7139e+01 2.3549e+04 0.0000e+00 7.3850e-07 3.9076e+00 1.7538e+07
7.5930e+00 3.8457e+01 9.3779e+00 -4.9795e+00 5.9694e+00 8.9950e+05 2.0303e-01 1.7139e+01 2.3390e+04 0.0000e+00 7.4036e-07 3.9125e+00 1.7619e+07
7.5838e+00 3.8457e+01 9.3998e+00 -4.9612e+00 5.9748e+00 8.9386e+05 2.0393e-01 1.7139e+01 2.3243e+04 0.0000e+00 7.4216e-07 3.9172e+00 1.7696e+07
7.5749e+00 3.8457e+01 9.4208e+00 -4.9436e+00 5.9799e+00 8.8866e+05 2.0480e-01 1.7139e+01 2.3108e+04 0.0000e+00 7.4389e-07 3.9218e+00 1.7769e+07
7.5664e+00 3.8457e+01 9.4409e+00 -4.9267e+00 5.9848e+00 8.8391e+05 2.0564e-01 1.7139e+01 2.2984e+04 0.0000e+00 7.4557e-07 3.9262e+00 1.7838e+07
7.5581e+00 3.8457e+01 9.4601e+00 -4.9105e+00 5.9895e+00 8.7959e+05 2.0645e-01 1.7139e+01 2.2872e+04 0.0000e+00 7.4719e-07 3.9304e+00 1.7905e+07
7.5502e+00 3.8457e+01 9.4787e+00 -4.8950e+00 5.9940e+00 8.7558e+05 2.0722e-01 1.7139e+01 2.2768e+04 0.0000e+00 7.4876e-07 3.9346e+00 1.7969e+07
7.5425e+00 3.8457e+01 9.4965e+00 -4.8800e+00 5.9984e+00 8.7179e+05 2.0797e-01 1.7139e+01 2.2669e+04 0.0000e+00 7.5028e-07 3.9385e+00 1.8031e+07
7.5351e+00 3.8457e+01 9.5137e+00 -4.8655e+00 6.0026e+00 8.6824e+05 2.0869e-01 1.7139e+01 2.2577e+04 0.0000e+00 7.5176e-07 3.9424e+00 1.8090e+07
7.5279e+00 3.8457e+01 9.5384e+00 -4.8459e+00 6.0087e+00 8.6873e+05 2.0923e-01 1.7139e+01 2.2590e+04 0.0000e+00 7.5320e-07 3.9462e+00 1.8198e+07
7.5141e+00 3.8457e+01 9.5695e+00 -4.8197e+00 6.0163e+00 8.5953e+05 2.1055e-01 1.7139e+01 2.2351e+04 0.0000e+00 7.5596e-07 3.9534e+00 1.8305e+07
7.5010e+00 3.8457e+01 9.5915e+00 -4.8003e+00 6.0216e+00 8.4986e+05 2.1187e-01 1.7139e+01 2.2099e+04 0.0000e+00 7.5859e-07 3.9603e+00 1.8365e+07
7.4948e+00 3.8457e+01 9.6126e+00 -4.7834e+00 6.0268e+00 8.5324e+05 2.1239e-01 1.7139e+01 2.2187e+04 0.0000e+00 7.5985e-07 3.9635e+00 1.8455e+07
7.4827e+00 3.8457e+01 9.6329e+00 -4.7657e+00 6.0317e+00 8.4213e+05 2.1357e-01 1.7139e+01 2.1898e+04 0.0000e+00 7.6229e-07 3.9699e+00 1.8511e+07
7.4769e+00 3.8457e+01 9.6523e+00 -4.7501e+00 6.0365e+00 8.4528e+05 2.1407e-01 1.7139e+01 2.1980e+04 0.0000e+00 7.6347e-07 3.9729e+00 1.8593e+07
7.4657e+00 3.8457e+01 9.6770e+00 -4.7293e+00 6.0425e+00 8.3821e+05 2.1512e-01 1.7139e+01 2.1796e+04 0.0000e+00 7.6576e-07 3.9789e+00 1.8680e+07
7.4550e+00 3.8457e+01 9.7005e+00 -4.7095e+00 6.0483e+00 8.3409e+05 2.1610e-01 1.7139e+01 2.1689e+04 0.0000e+00 7.6796e-07 3.9845e+00 1.8764e+07
7.4447e+00 3.8457e+01 9.7229e+00 -4.6908e+00 6.0537e+00 8.3051e+05 2.1702e-01 1.7139e+01 2.1596e+04 0.0000e+00 7.7007e-07 3.9900e+00 1.8845e+07
7.4348e+00 3.8457e+01 9.7444e+00 -4.6729e+00 6.0590e+00 8.2699e+05 2.1789e-01 1.7139e+01 2.1504e+04 0.0000e+00 7.7211e-07 3.9953e+00 1.8923e+07
7.4253e+00 3.8457e+01 9.7649e+00 -4.6557e+00 6.0640e+00 8.2350e+05 2.1873e-01 1.7139e+01 2.1414e+04 0.0000e+00 7.7408e-07 4.0003e+00 1.8998e+07
7.4161e+00 3.8457e+01 9.7941e+00 -4.6327e+00 6.0712e+00 8.2493e+05 2.1924e-01 1.7139e+01 2.1451e+04 0.0000e+00 7.7598e-07 4.0052e+00 1.9137e+07
7.3987e+00 3.8457e+01 9.8218e+00 -4.6082e+00 6.0779e+00 8.1018e+05 2.2104e-01 1.7139e+01 2.1067e+04 0.0000e+00 7.7963e-07 4.0146e+00 1.9208e+07
7.3905e+00 3.8457e+01 9.8393e+00 -4.5934e+00 6.0822e+00 8.1077e+05 2.2179e-01 1.7139e+01 2.1083e+04 0.0000e+00 7.8136e-07 4.0190e+00 1.9272e+07
7.3824e+00 3.8457e+01 9.8563e+00 -4.5792e+00 6.0863e+00 8.0791e+05 2.2251e-01 1.7139e+01 2.1008e+04 0.0000e+00 7.8305e-07 4.0233e+00 1.9334e+07
7.3747e+00 3.8457e+01 9.8727e+00 -4.5655e+00 6.0903e+00 8.0511e+05 2.2321e-01 1.7139e+01 2.0936e+04 0.0000e+00 7.8469e-07 4.0275e+00 1.9394e+07
7.3671e+00 3.8457e+01 9.8963e+00 -4.5466e+00 6.0961e+00 8.0616e+05 2.2377e-01 1.7139e+01 2.0963e+04 0.0000e+00 7.8629e-07 4.0316e+00 1.9502e+07
7.3527e+00 3.8456e+01 9.9188e+00 -4.5268e+00 6.1016e+00 7.9406e+05 2.2517e-01 1.7139e+01 2.0648e+04 0.0000e+00 7.8938e-07 4.0395e+00 1.9565e+07
7.3457e+00 3.8456e+01 9.9403e+00 -4.5096e+00 6.1069e+00 7.9820e+05 2.2571e-01 1.7139e+01 2.0756e+04 0.0000e+00 7.9086e-07 4.0432e+00 1.9662e+07
7.3324e+00 3.8456e+01 9.9609e+00 -4.4916e+00 6.1119e+00 7.8756e+05 2.2694e-01 1.7139e+01 2.0479e+04 0.0000e+00 7.9373e-07 4.0506e+00 1.9724e+07
7.3259e+00 3.8456e+01 9.9807e+00 -4.4758e+00 6.1167e+00 7.9137e+05 2.2744e-01 1.7139e+01 2.0578e+04 0.0000e+00 7.9512e-07 4.0541e+00 1.9814e+07
7.3135e+00 3.8456e+01 1.0006e+01 -4.4547e+00 6.1229e+00 7.8438e+05 2.2851e-01 1.7139e+01 2.0397e+04 0.0000e+00 7.9781e-07 4.0609e+00 1.9909e+07
7.3016e+00 3.8456e+01 1.0030e+01 -4.4346e+00 6.1287e+00 7.7995e+05 2.2954e-01 1.7139e+01 2.0282e+04 0.0000e+00 8.0039e-07 4.0674e+00 2.0001e+07
7.2902e+00 3.8456e+01 1.0053e+01 -4.4155e+00 6.1343e+00 7.7574e+05 2.3052e-01 1.7139e+01 2.0172e+04 0.0000e+00 8.0288e-07 4.0737e+00 2.0088e+07
7.2793e+00 3.8456e+01 1.0075e+01 -4.3972e+00 6.1396e+00 7.7180e+05 2.3146e-01 1.7139e+01 2.0070e+04 0.0000e+00 8.0527e-07 4.0797e+00 2.0172e+07
7.2688e+00 3.8456e+01 1.0095e+01 -4.3798e+00 6.1447e+00 7.6817e+05 2.3236e-01 1.7139e+01 1.9975e+04 0.0000e+00 8.0759e-07 4.0855e+00 2.0252e+07
7.2587e+00 3.8456e+01 1.0115e+01 -4.3630e+00 6.1496e+00 7.6483e+05 2.3322e-01 1.7139e+01 1.9888e+04 0.0000e+00 8.0982e-07 4.0911e+00 2.0330e+07
7.2489e+00 3.8456e+01 1.0144e+01 -4.3405e+00 6.1567e+00 7.6655e+05 2.3377e-01 1.7139e+01 1.9933e+04 0.0000e+00 8.1199e-07 4.0966e+00 2.0474e+07
7.2303e+00 3.8456e+01 1.0171e+01 -4.3166e+00 6.1632e+00 7.5236e+05 2.3556e-01 1.7139e+01 1.9564e+04 0.0000e+00 8.1613e-07 4.1069e+00 2.0552e+07
7.2214e+00 3.8456e+01 1.0188e+01 -4.3022e+00 6.1674e+00 7.5352e+05 2.3630e-01 1.7139e+01 1.9594e+04 0.0000e+00 8.1811e-07 4.1118e+00 2.0620e+07
7.2129e+00 3.8456e+01 1.0205e+01 -4.2883e+00 6.1715e+00 7.5114e+05 2.3701e-01 1.7139e+01 1.9533e+04 0.0000e+00 8.2004e-07 4.1166e+00 2.0687e+07
7.2045e+00 3.8456e+01 1.0221e+01 -4.2748e+00 6.1754e+00 7.4891e+05 2.3770e-01 1.7139e+01 1.9474e+04 0.0000e+00 8.2191e-07 4.1212e+00 2.0752e+07
7.1965e+00 3.8456e+01 1.0244e+01 -4.2564e+00 6.1811e+00 7.5067e+05 2.3823e-01 1.7139e+01 1.9520e+04 0.0000e+00 8.2374e-07 4.1258e+00 2.0867e+07
7.1809e+00 3.8456e+01 1.0267e+01 -4.2370e+00 6.1865e+00 7.3976e+05 2.3961e-01 1.7139e+01 1.9237e+04 0.0000e+00 8.2726e-07 4.1345e+00 2.0937e+07
7.1734e+00 3.8456e+01 1.0281e+01 -4.2251e+00 6.1900e+00 7.4113e+05 2.4022e-01 1.7139e+01 1.9272e+04 0.0000e+00 8.2898e-07 4.1387e+00 2.0996e+07
7.1662e+00 3.8456e+01 1.0302e+01 -4.2086e+00 6.1951e+00 7.4292e+05 2.4074e-01 1.7139e+01 1.9319e+04 0.0000e+00 8.3065e-07 4.1429e+00 2.1097e+07
7.1521e+00 3.8455e+01 1.0328e+01 -4.1867e+00 6.2015e+00 7.3711e+05 2.4189e-01 1.7139e+01 1.9168e+04 0.0000e+00 8.3389e-07 4.1509e+00 2.1204e+07
7.1387e+00 3.8455e+01 1.0353e+01 -4.1658e+00 6.2075e+00 7.3435e+05 2.4298e-01 1.7139e+01 1.9096e+04 0.0000e+00 8.3701e-07 4.1586e+00 2.1307e+07
7.1259e+00 3.8455e+01 1.0377e+01 -4.1460e+00 6.2133e+00 7.3189e+05 2.4402e-01 1.7139e+01 1.9032e+04 0.0000e+00 8.4000e-07 4.1660e+00 2.1405e+07
7.1136e+00 3.8455e+01 1.0399e+01 -4.1271e+00 6.2189e+00 7.2967e+05 2.4501e-01 1.7139e+01 1.8974e+04 0.0000e+00 8.4289e-07 4.1731e+00 2.1499e+07
7.1017e+00 3.8455e+01 1.0421e+01 -4.1090e+00 6.2241e+00 7.2771e+05 2.4597e-01 1.7139e+01 1.8924e+04 0.0000e+00 8.4568e-07 4.1799e+00 2.1590e+07
7.0904e+00 3.8455e+01 1.0442e+01 -4.0916e+00 6.2292e+00 7.2594e+05 2.4689e-01 1.7139e+01 1.8878e+04 0.0000e+00 8.4837e-07 4.1865e+00 2.1677e+07
7.0794e+00 3.8455e+01 1.0462e+01 -4.0749e+00 6.2341e+00 7.2433e+05 2.4778e-01 1.7139e+01 1.8836e+04 0.0000e+00 8.5098e-07 4.1929e+00 2.1761e+07
7.0688e+00 3.8455e+01 1.0481e+01 -4.0589e+00 6.2388e+00 7.2288e+05 2.4864e-01 1.7139e+01 1.8798e+04 0.0000e+00 8.5348e-07 4.1989e+00 2.1842e+07
7.0586e+00 3.8455e+01 1.0508e+01 -4.0372e+00 6.2455e+00 7.2649e+05 2.4924e-01 1.7139e+01 1.8892e+04 0.0000e+00 8.5591e-07 4.2048e+00 2.1987e+07
7.0391e+00 3.8455e+01 1.0534e+01 -4.0141e+00 6.2518e+00 7.1482e+05 2.5108e-01 1.7139e+01 1.8589e+04 0.0000e+00 8.6057e-07 4.2160e+00 2.2068e+07
7.0298e+00 3.8454e+01 1.0551e+01 -4.0001e+00 6.2558e+00 7.1723e+05 2.5189e-01 1.7139e+01 1.8651e+04 0.0000e+00 8.6281e-07 4.2214e+00 2.2136e+07
7.0207e+00 3.8454e+01 1.0575e+01 -3.9809e+00 6.2617e+00 7.2073e+05 2.5256e-01 1.7139e+01 1.8743e+04 0.0000e+00 8.6499e-07 4.2266e+00 2.2258e+07
7.0034e+00 3.8454e+01 1.0598e+01 -3.9611e+00 6.2673e+00 7.1480e+05 2.5399e-01 1.7139e+01 1.8588e+04 0.0000e+00 8.6923e-07 4.2368e+00 2.2339e+07
6.9951e+00 3.8454e+01 1.0613e+01 -3.9489e+00 6.2708e+00 7.1812e+05 2.5461e-01 1.7139e+01 1.8675e+04 0.0000e+00 8.7125e-07 4.2416e+00 2.2405e+07
6.9870e+00 3.8454e+01 1.0634e+01 -3.9319e+00 6.2761e+00 7.2137e+05 2.5514e-01 1.7139e+01 1.8759e+04 0.0000e+00 8.7324e-07 4.2464e+00 2.2518e+07
6.9713e+00 3.8454e+01 1.0661e+01 -3.9093e+00 6.2827e+00 7.1747e+05 2.5639e-01 1.7139e+01 1.8658e+04 0.0000e+00 8.7709e-07 4.2556e+00 2.2636e+07
6.9564e+00 3.8454e+01 1.0687e+01 -3.8879e+00 6.2889e+00 7.1742e+05 2.5760e-01 1.7139e+01 1.8657e+04 0.0000e+00 8.8079e-07 4.2644e+00 2.2747e+07
6.9422e+00 3.8453e+01 1.0711e+01 -3.8674e+00 6.2948e+00 7.1785e+05 2.5875e-01 1.7139e+01 1.8668e+04 0.0000e+00 8.8433e-07 4.2728e+00 2.2854e+07
6.9285e+00 3.8453e+01 1.0734e+01 -3.8479e+00 6.3005e+00 7.1867e+05 2.5986e-01 1.7139e+01 1.8689e+04 0.0000e+00 8.8775e-07 4.2808e+00 2.2956e+07
6.9154e+00 3.8453e+01 1.0757e+01 -3.8293e+00 6.3059e+00 7.1982e+05 2.6092e-01 1.7139e+01 1.8719e+04 0.0000e+00 8.9105e-07 4.2886e+00 2.3054e+07
6.9028e+00 3.8453e+01 1.0778e+01 -3.8114e+00 6.3111e+00 7.2125e+05 2.6195e-01 1.7139e+01 1.8757e+04 0.0000e+00 8.9423e-07 4.2961e+00 2.3148e+07
6.8907e+00 3.8453e+01 1.0799e+01 -3.7942e+00 6.3161e+00 7.2292e+05 2.6294e-01 1.7139e+01 1.8800e+04 0.0000e+00 8.9731e-07 4.3033e+00 2.3239e+07
6.8790e+00 3.8452e+01 1.0818e+01 -3.7783e+00 6.3209e+00 7.3186e+05 2.6361e-01 1.7139e+01 1.9033e+04 0.0000e+00 9.0030e-07 4.3103e+00 2.3340e+07
6.8677e+00 3.8452e+01 1.0846e+01 -3.7593e+00 6.3281e+00 7.4049e+09 2.6240e-01 1.7139e+01 1.9257e+08 0.0000e+00 9.0322e-07 4.3172e+00 2.3586e+07
6.8459e+00 3.8452e+01 1.0873e+01 -3.7409e+00 6.3350e+00 2.6856e+10 2.6149e-01 1.7139e+01 6.9844e+08 0.0000e+00 9.0904e-07 4.3312e+00 2.3813e+07
6.8354e+00 3.8452e+01 1.0890e+01 -3.7298e+00 6.3394e+00 3.9375e+10 2.6052e-01 1.7140e+01 1.0240e+09 0.0000e+00 9.1440e-07 4.3501e+00 2.3976e+07
6.8252e+00 3.8451e+01 1.0915e+01 -3.7148e+00 6.3458e+00 5.3376e+10 2.5865e-01 1.7147e+01 1.3882e+09 0.0000e+00 9.3349e-07 4.4342e+00 2.4238e+07
6.8053e+00 3.8451e+01 1.0938e+01 -3.7000e+00 6.3519e+00 8.4962e+10 2.5709e-01 1.7175e+01 2.2096e+09 0.0000e+00 1.0013e-06 4.7425e+00 2.4480e+07
6.7956e+00 3.8451e+01 1.0953e+01 -3.6911e+00 6.3558e+00 1.0293e+11 2.5581e-01 1.7178e+01 2.6768e+09 0.0000e+00 1.0097e-06 4.7753e+00 2.4651e+07
6.7861e+00 3.8451e+01 1.0975e+01 -3.6788e+00 6.3616e+00 1.2214e+11 2.5358e-01 1.7178e+01 3.1765e+09 0.0000e+00 1.0132e-06 4.7854e+00 2.4920e+07
6.7676e+00 3.8450e+01 1.0996e+01 -3.6667e+00 6.3671e+00 1.6382e+11 2.5167e-01 1.7178e+01 4.2606e+09 0.0000e+00 1.0185e-06 4.7972e+00 2.5171e+07
6.7586e+00 3.8450e+01 1.1010e+01 -3.6593e+00 6.3707e+00 1.8661e+11 2.5022e-01 1.7178e+01 4.8532e+09 0.0000e+00 1.0212e-06 4.8033e+00 2.5346e+07
6.7496e+00 3.8450e+01 1.1029e+01 -3.6491e+00 6.3760e+00 2.1053e+11 2.4782e-01 1.7178e+01 5.4755e+09 0.0000e+00 1.0239e-06 4.8099e+00 2.5619e+07
6.7322e+00 3.8450e+01 1.1054e+01 -3.6361e+00 6.3827e+00 2.6139e+11 2.4478e-01 1.7178e+01 6.7981e+09 0.0000e+00 1.0294e-06 4.8233e+00 2.5972e+07
6.7151e+00 3.8449e+01 1.1078e+01 -3.6240e+00 6.3891e+00 3.1645e+11 2.4170e-01 1.7178e+01 8.2302e+09 0.0000e+00 1.0346e-06 4.8354e+00 2.6326e+07
6.6984e+00 3.8449e+01 1.1101e+01 -3.6129e+00 6.3953e+00 3.7549e+11 2.3858e-01 1.7178e+01 9.7661e+09 0.0000e+00 1.0397e-06 4.8470e+00 2.6681e+07
6.6821e+00 3.8448e+01 1.1123e+01 -3.6026e+00 6.4012e+00 4.3829e+11 2.3546e-01 1.7178e+01 1.1400e+10 0.0000e+00 1.0447e-06 4.8587e+00 2.7036e+07
6.6661e+00 3.8448e+01 1.1144e+01 -3.5930e+00 6.4070e+00 5.0461e+11 2.3234e-01 1.7178e+01 1.3124e+10 0.0000e+00 1.0498e-06 4.8704e+00 2.7391e+07
6.6503e+00 3.8448e+01 1.1165e+01 -3.5840e+00 6.4125e+00 5.7419e+11 2.2924e-01 1.7178e+01 1.4934e+10 0.0000e+00 1.0547e-06 4.8819e+00 2.7746e+07
6.6348e+00 3.8447e+01 1.1184e+01 -3.5756e+00 6.4178e+00 6.4682e+11 2.2617e-01 1.7178e+01 1.6824e+10 0.0000e+00 1.0596e-06 4.8931e+00 2.8099e+07
6.6196e+00 3.8447e+01 1.1203e+01 -3.5677e+00 6.4230e+00 7.2225e+11 2.2314e-01 1.7178e+01 1.8785e+10 0.0000e+00 1.0644e-06 4.9036e+00 2.8452e+07
6.6045e+00 3.8447e+01 1.1222e+01 -3.5603e+00 6.4280e+00 8.0022e+11 2.2015e-01 1.7178e+01 2.0814e+10 0.0000e+00 1.0689e-06 4.9133e+00 2.8804e+07
6.5896e+00 3.8446e+01 1.1248e+01 -3.5506e+00 6.4352e+00 8.8051e+11 2.1541e-01 1.7178e+01 2.2902e+10 0.0000e+00 1.0734e-06 4.9230e+00 2.9354e+07
6.5603e+00 3.8445e+01 1.1273e+01 -3.5402e+00 6.4420e+00 1.0460e+12 2.1148e-01 1.7178e+01 2.7208e+10 0.0000e+00 1.0838e-06 4.9484e+00 2.9851e+07
6.5459e+00 3.8445e+01 1.1289e+01 -3.5342e+00 6.4465e+00 1.1323e+12 2.0871e-01 1.7178e+01 2.9452e+10 0.0000e+00 1.0889e-06 4.9607e+00 3.0197e+07
6.5317e+00 3.8445e+01 1.1313e+01 -3.5264e+00 6.4529e+00 1.2203e+12 2.0438e-01 1.7178e+01 3.1741e+10 0.0000e+00 1.0938e-06 4.9723e+00 3.0734e+07
6.5035e+00 3.8444e+01 1.1342e+01 -3.5158e+00 6.4611e+00 1.3998e+12 1.9921e-01 1.7178e+01 3.6413e+10 0.0000e+00 1.1033e-06 4.9940e+00 3.1413e+07
6.4757e+00 3.8443e+01 1.1364e+01 -3.5078e+00 6.4669e+00 1.5854e+12 1.9573e-01 1.7178e+01 4.1240e+10 0.0000e+00 1.1127e-06 5.0151e+00 3.1897e+07
6.4620e+00 3.8443e+01 1.1378e+01 -3.5031e+00 6.4707e+00 1.6808e+12 1.9332e-01 1.7178e+01 4.3721e+10 0.0000e+00 1.1175e-06 5.0259e+00 3.2231e+07
6.4484e+00 3.8442e+01 1.1398e+01 -3.4970e+00 6.4762e+00 1.7773e+12 1.8957e-01 1.7178e+01 4.6233e+10 0.0000e+00 1.1223e-06 5.0367e+00 3.2748e+07
6.4214e+00 3.8442e+01 1.1424e+01 -3.4886e+00 6.4833e+00 1.9724e+12 1.8509e-01 1.7178e+01 5.1308e+10 0.0000e+00 1.1316e-06 5.0571e+00 3.3403e+07
6.3946e+00 3.8441e+01 1.1449e+01 -3.4806e+00 6.4901e+00 2.1703e+12 1.8081e-01 1.7178e+01 5.6457e+10 0.0000e+00 1.1408e-06 5.0771e+00 3.4051e+07
6.3682e+00 3.8440e+01 1.1473e+01 -3.4731e+00 6.4966e+00 2.3698e+12 1.7674e-01 1.7178e+01 6.1649e+10 0.0000e+00 1.1499e-06 5.0963e+00 3.4690e+07
6.3419e+00 3.8439e+01 1.1496e+01 -3.4660e+00 6.5029e+00 2.5700e+12 1.7286e-01 1.7178e+01 6.6860e+10 0.0000e+00 1.1590e-06 5.1154e+00 3.5322e+07
6.3159e+00 3.8439e+01 1.1518e+01 -3.4592e+00 6.5089e+00 2.7705e+12 1.6917e-01 1.7177e+01 7.2075e+10 0.0000e+00 1.1675e-06 5.1322e+00 3.5945e+07
6.2901e+00 3.8438e+01 1.1539e+01 -3.4527e+00 6.5147e+00 2.9707e+12 1.6564e-01 1.7177e+01 7.7287e+10 0.0000e+00 1.1770e-06 5.1529e+00 3.6561e+07
6.2644e+00 3.8437e+01 1.1560e+01 -3.4464e+00 6.5204e+00 3.1706e+12 1.6229e-01 1.7177e+01 8.2487e+10 0.0000e+00 1.1871e-06 5.1757e+00 3.7169e+07
6.2389e+00 3.8436e+01 1.1590e+01 -3.4390e+00 6.5285e+00 3.3696e+12 1.5702e-01 1.7178e+01 8.7668e+10 0.0000e+00 1.1976e-06 5.2004e+00 3.8129e+07
6.1882e+00 3.8435e+01 1.1619e+01 -3.4288e+00 6.5362e+00 3.7572e+12 1.5310e-01 1.7177e+01 9.7756e+10 0.0000e+00 1.2166e-06 5.2399e+00 3.8948e+07
6.1631e+00 3.8434e+01 1.1637e+01 -3.4232e+00 6.5412e+00 3.9542e+12 1.5031e-01 1.7177e+01 1.0288e+11 0.0000e+00 1.2255e-06 5.2566e+00 3.9526e+07
6.1382e+00 3.8433e+01 1.1655e+01 -3.4178e+00 6.5461e+00 4.1505e+12 1.4764e-01 1.7177e+01 1.0799e+11 0.0000e+00 1.2343e-06 5.2728e+00 4.0098e+07
6.1133e+00 3.8433e+01 1.1673e+01 -3.4125e+00 6.5508e+00 4.3455e+12 1.4508e-01 1.7176e+01 1.1307e+11 0.0000e+00 1.2432e-06 5.2894e+00 4.0663e+07
6.0886e+00 3.8432e+01 1.1699e+01 -3.4060e+00 6.5577e+00 4.5389e+12 1.4106e-01 1.7176e+01 1.1810e+11 0.0000e+00 1.2524e-06 5.3070e+00 4.1555e+07
6.0392e+00 3.8430e+01 1.1723e+01 -3.3972e+00 6.5643e+00 4.9127e+12 1.3802e-01 1.7176e+01 1.2783e+11 0.0000e+00 1.2727e-06 5.3495e+00 4.2320e+07
6.0147e+00 3.8429e+01 1.1740e+01 -3.3922e+00 6.5686e+00 5.1009e+12 1.3585e-01 1.7176e+01 1.3274e+11 0.0000e+00 1.2843e-06 5.3763e+00 4.2861e+07
5.9903e+00 3.8429e+01 1.1763e+01 -3.3861e+00 6.5749e+00 5.2875e+12 1.3243e-01 1.7177e+01 1.3759e+11 0.0000e+00 1.2970e-06 5.4072e+00 4.3714e+07
